,indice,r_ambiente,r_usd,r_metros2,r_frente,r_contrafrente,r_expensas,r_garage,r_amenities
112872,104490,,,,,,,1.0,1.0
112873,104491,1.0,,22,1.0,1.0,1.0,,
112874,104492,,,,,,,,1.0
112875,104493,,25.000,,1.0,1.0,,1.0,1.0
112876,104494,,,72,1.0,1.0,,1.0,1.0
112877,104495,3.0,,,1.0,,,,1.0
112878,104496,,,,,,,1.0,1.0
112879,104497,,,,,,,,1.0
112880,104498,,,,1.0,,,1.0,1.0
112881,104499,,,,,,,1.0,1.0
112882,104500,,550000,,,,,,1.0
112883,104501,2.0,25.000,60,,,,1.0,1.0
112884,104502,1.0,,,,,,,
112885,104503,,,420,,,,1.0,1.0
112886,104504,,,,1.0,,,,
112887,104505,,,,,,,1.0,1.0
112888,104506,,,,1.0,,,1.0,1.0
112889,104507,,,,,,,,
112890,104508,,150,,,,,,1.0
112891,104509,,,,,,,1.0,1.0
112892,104510,,,,,,,1.0,1.0
112893,104511,,,,,,,1.0,1.0
112894,104512,3.0,,,1.0,,,,1.0
112895,104513,,,,1.0,,,1.0,1.0
112896,104514,,,,,,,,
112897,104515,,,64,1.0,,,1.0,1.0
112898,104516,1.0,,,,,,,
112899,104517,2.0,,,,,,1.0,1.0
112900,104518,,,,,,,1.0,1.0
112901,104519,2.0,25.000,60,,,,1.0,1.0
112902,104520,,83.000,43,,,,,
112903,104521,,,,1.0,,,,1.0
112904,104522,,150,,,,,,1.0
112905,104523,4.0,,1000,1.0,,,1.0,1.0
112906,104524,,,450,,,,1.0,1.0
112907,104525,,,,1.0,,,1.0,1.0
112908,104526,,,,,,,,
112909,104527,,,12,,,,,
112910,104528,,,533,1.0,,,1.0,1.0
112911,104529,,,,,,,,
112912,104530,,,,,,,1.0,1.0
112913,104531,,700.000,821,,,,,
112914,104532,,,,1.0,,1.0,,
112915,104533,,,30,1.0,,,,
112916,104534,,,38,1.0,,,,
112917,104535,,,,1.0,,,1.0,1.0
112918,104536,,160.000,160,,,,,
112919,104537,,,1200,,,,,1.0
112920,104538,2.0,25.000,60,,,,1.0,1.0
112921,104539,3.0,,,1.0,1.0,,1.0,1.0
112922,104540,,150,,,,,,1.0
112923,104541,,,,1.0,,,1.0,1.0
112924,104542,,,500,,,,1.0,1.0
112925,104543,,,,,,,1.0,1.0
112926,104544,,,70,,,,,
112927,104545,6.0,,,,,,1.0,1.0
112928,104546,1.0,,,,,,,
112929,104547,,,,,,,,1.0
112930,104548,1.0,,195,,,,,1.0
112931,104549,,,152,,,,,
112932,104550,3.0,,,1.0,,,,
112933,104551,,,,,,,1.0,1.0
112934,104552,2.0,25000,60,,,,1.0,1.0
112935,104553,2.0,,,,,,1.0,1.0
112936,104554,1.0,,143,,,,1.0,1.0
112937,104555,,,,,,,,
112938,104556,,,,1.0,,,,1.0
112939,104557,,,,,,,1.0,1.0
112940,104558,,,,,,,1.0,1.0
112941,104559,,2.900.000,240,,,,,
112942,104560,,,,1.0,1.0,,,
112943,104561,,,38,1.0,,,,
112944,104562,,,,,,,,1.0
112945,104563,,,,,,,,
112946,104564,,,220,,,,,
112947,104565,2.0,,,,,,1.0,1.0
112948,104566,,,,1.0,1.0,1.0,,
112949,104567,,,,1.0,,,1.0,1.0
112950,104568,,,,1.0,,,,1.0
112951,104569,,800.000,,,,,,
112952,104570,2.0,25000,60,,,,1.0,1.0
112953,104571,9.0,,,1.0,1.0,,1.0,1.0
112954,104572,,,,,,,,
112955,104573,1.0,,,,,,,
112956,104574,4.0,,220,1.0,,1.0,1.0,1.0
112957,104575,,,80,1.0,,,,1.0
112958,104576,,,155,1.0,,1.0,,
112959,104577,,,,1.0,,,1.0,1.0
112960,104578,,,,1.0,,,1.0,1.0
112961,104579,,,,1.0,1.0,,,1.0
112962,104580,,,,,,,,
112963,104581,,,44,1.0,,,,
112964,104582,,,,,,,1.0,1.0
112965,104583,3.0,25000,95,,,,1.0,1.0
112966,104584,,,,,,,,1.0
112967,104585,4.0,,50,,,,1.0,1.0
112968,104586,,,96,,,,,
112969,104587,1.0,,,,,,,
112970,104588,,,,1.0,,,1.0,1.0
112971,104589,,,39,,,,,
112972,104590,,,438,1.0,,,,
112973,104591,,,,1.0,,,,
112974,104592,3.0,,,,,1.0,,1.0
112976,104593,4.0,,110,,,,1.0,1.0
112977,104594,,,,,,,,1.0
112978,104595,,,,,,,,
112979,104596,5.0,,,,,,1.0,1.0
112980,104597,,,,,,,,
112981,104598,,,,,,,1.0,1.0
112982,104599,4.0,,50,,,,1.0,1.0
112984,104600,4.0,,110,,,,1.0,1.0
112985,104601,3.0,25000,95,,,,1.0,1.0
112986,104602,,,,,,,1.0,1.0
112987,104603,3.0,,,,,1.0,,1.0
112988,104604,,,,,,,1.0,1.0
112989,104605,,,155,,,,,1.0
112990,104606,,,,,,,,1.0
112991,104607,,,,1.0,,,1.0,1.0
112992,104608,,,79,,,,1.0,1.0
112993,104609,,,,,,,,
112994,104610,,,,,,1.0,1.0,1.0
112995,104611,4.0,,50,,,,1.0,1.0
112996,104612,4.0,,,1.0,1.0,1.0,1.0,1.0
112997,104613,,,,,,,,1.0
112998,104614,3.0,,,,,1.0,,1.0
112999,104615,,,,,,1.0,1.0,1.0
113000,104616,,,,,,,1.0,1.0
113001,104617,,,,1.0,,,,1.0
113002,104618,2.0,75000,,1.0,,,,1.0
113003,104619,,,,1.0,,,,1.0
113004,104620,,,,1.0,,,1.0,1.0
113005,104621,,,,,,,,
113006,104622,1.0,,,,,,,
113007,104623,,75.360,,,,,,
113008,104624,3.0,25000,95,,,,1.0,1.0
113009,104625,,,,,,,1.0,1.0
113010,104626,,,,,,,,1.0
113011,104627,6.0,,,,,,1.0,1.0
113012,104628,,,50,1.0,,,1.0,1.0
113013,104629,,,,1.0,,,,1.0
113014,104630,4.0,,,1.0,,,1.0,1.0
113015,104631,,,,,,,,1.0
113016,104632,3.0,,,,,1.0,,1.0
113017,104633,,,,1.0,,,1.0,1.0
113018,104634,,,,1.0,,,1.0,1.0
113019,104635,,,,,,,,
113020,104636,,,,,,,,
113021,104637,,,,,,,1.0,1.0
113022,104638,,,191,,,,1.0,1.0
113023,104639,3.0,,,,,,1.0,1.0
113024,104640,,,132,1.0,,,1.0,1.0
113025,104641,,,1200,,,,,1.0
113026,104642,,,,,,,,
113027,104643,3.0,,,,,,1.0,1.0
113028,104644,3.0,25000,95,,,,1.0,1.0
113029,104645,3.0,,,,,1.0,,1.0
113030,104646,,,,,,,,
113031,104647,3.0,,,1.0,1.0,,,
113032,104648,3.0,,100,1.0,,,,
113033,104649,1.0,,,,,,,
113034,104650,,,,,,,,
113035,104651,,,,,,,,
113036,104652,,,,1.0,,,1.0,1.0
113037,104653,,,,,,,1.0,1.0
113038,104654,,,,,,,,1.0
113039,104655,,,1200,,,,,1.0
113040,104656,,178.500,,,,,,
113041,104657,,,,,,,1.0,1.0
113042,104658,,,600,,,,1.0,1.0
113043,104659,3.0,,,1.0,,1.0,,1.0
113044,104660,3.0,,100,1.0,,,,
113045,104661,,,,,,,1.0,1.0
113046,104662,,,,,,,,
113048,104663,5.0,,220,,,,1.0,1.0
113049,104664,3.0,25000,95,,,,1.0,1.0
113050,104665,,,,1.0,,,1.0,1.0
113051,104666,2.0,,,1.0,,,1.0,1.0
113053,104667,5.0,,220,,,,1.0,1.0
113054,104668,,,720,,,,,1.0
113055,104669,,,1200,,,,,1.0
113056,104670,,,1258,,,,,1.0
113057,104671,,,,,,,1.0,1.0
113058,104672,,,40,,,,,1.0
113059,104673,,,,,,,1.0,1.0
113060,104674,,,100,,,,,
113061,104675,3.0,,,1.0,1.0,1.0,,1.0
113062,104676,,,,,,,1.0,1.0
113063,104677,3.0,,100,1.0,,,,
113064,104678,,270000,,,,,1.0,1.0
113065,104679,,,,1.0,,,1.0,1.0
113066,104680,,,,,,,,1.0
113067,104681,3.0,25000,95,,,,1.0,1.0
113068,104682,,,956,,,,,1.0
113069,104683,,,1200,,,,,1.0
113070,104684,,,,,,,,
113071,104685,,400.000,420,,,,,
113072,104686,,,,,,,,
113073,104687,3.0,25000,95,,,,1.0,1.0
113074,104688,,,,,,,,1.0
113075,104689,,,,,,,,
113076,104690,,,,,,,,1.0
113077,104691,,,1200,,,,,1.0
113078,104692,,,,1.0,,,1.0,1.0
113079,104693,,,360,,,,,1.0
113080,104694,,,860,,,,,
113081,104695,1.0,,,,,,,
113082,104696,1.0,,,1.0,1.0,,1.0,1.0
113083,104697,1.0,,8000,,,,,
113084,104698,,155.000,50,,,,,
113085,104699,,,157,1.0,,,1.0,1.0
113086,104700,,,52,,,,,1.0
113087,104701,,,,,,,,1.0
113088,104702,,,1200,,,,,1.0
113089,104703,1.0,,,,,,,
113090,104704,,,,1.0,1.0,,1.0,1.0
113091,104705,,,900,,,,,1.0
113092,104706,,,,1.0,,,1.0,1.0
113093,104707,3.0,25000,95,,,,1.0,1.0
113094,104708,,,,,,,,1.0
113095,104709,,,75,,,,1.0,1.0
113096,104710,,,56,,,,,
113097,104711,,280.000,450,,,,,
113098,104712,,,1200,,,,,1.0
113099,104713,,,,,,,,
113100,104714,1.0,,,,,,,
113101,104715,,,368,,,,1.0,1.0
113102,104716,,,,1.0,,,1.0,1.0
113103,104717,,,95,,,,,
113104,104718,,,,1.0,,,1.0,1.0
113105,104719,,,,1.0,1.0,,,1.0
113106,104720,,,1650,,,,1.0,1.0
113107,104721,1.0,,,,,,,
113108,104722,,,,1.0,,,,
113109,104723,,,,,,,,
113110,104724,,,500,1.0,,,1.0,1.0
113111,104725,3.0,25000,95,,,,1.0,1.0
113112,104726,,,,,,,1.0,1.0
113113,104727,,,,1.0,,,1.0,1.0
113114,104728,,,,,,,,
113115,104729,,,342,,,,1.0,1.0
113116,104730,,,260,1.0,,,,1.0
113117,104731,,,,1.0,1.0,,1.0,1.0
113118,104732,,,170,,,,1.0,1.0
113119,104733,,,177,,,,1.0,1.0
113120,104734,,,29,1.0,,,,
113121,104735,,,80,,,,,
113122,104736,,,,1.0,1.0,,1.0,1.0
113123,104737,,20.000,,,,,1.0,1.0
113124,104738,3.0,25.000,95,,,,1.0,1.0
113125,104739,,,,,,,,
113126,104740,1.0,,,,,,,
113127,104741,,,165,,,,1.0,1.0
113128,104742,1.0,,,1.0,,,1.0,1.0
113129,104743,,,800,1.0,,,1.0,1.0
113130,104744,2.0,,,,,,1.0,1.0
113131,104745,,,1792,,,,,1.0
113132,104746,,,,,,,,
113133,104747,,,,,,,,1.0
113134,104748,,,800,1.0,,,1.0,1.0
113135,104749,2.0,,,1.0,,,1.0,1.0
113136,104750,4.0,,,,,,,1.0
113137,104751,,110000,,,,1.0,,1.0
113138,104752,,80.000,,,,,,
113139,104753,,,,1.0,,1.0,1.0,1.0
113140,104754,,,480,,,,,1.0
113141,104755,,,,,,,,1.0
113142,104756,2.0,,,,,,1.0,1.0
113143,104757,,,122,,,,,1.0
113144,104758,1.0,,,1.0,,,1.0,1.0
113145,104759,,,,,,,,
113146,104760,,,,1.0,,1.0,1.0,1.0
113147,104761,,,,1.0,,,1.0,1.0
113148,104762,1.0,,,,,,,
113149,104763,,,,,,,,
113150,104764,,,,,,,1.0,1.0
113151,104765,,,370,,,,,1.0
113152,104766,,,,,,,,
113153,104767,,,550,,,,,
113154,104768,1.0,,,1.0,,,1.0,1.0
113155,104769,,,,,,,,1.0
113156,104770,,,,,,,,
113157,104771,,,,,,,1.0,1.0
113158,104772,,,,,,,1.0,1.0
113159,104773,,,,,,,1.0,1.0
113160,104774,,,,,,,,
113161,104775,,,800,1.0,,,1.0,1.0
113162,104776,,,450,,,,,1.0
113163,104777,3.0,145000,84,,,,,1.0
113164,104778,1.0,,,1.0,1.0,,1.0,1.0
113165,104779,,,800,1.0,,,1.0,1.0
113166,104780,,,,,,,,
113167,104781,,,,,,,1.0,1.0
113168,104782,,,500,,,,1.0,1.0
113169,104783,,,,,,,,
113170,104784,,,500,1.0,,,1.0,1.0
113171,104785,1.0,,,1.0,,,1.0,1.0
113172,104786,,,35,,,,,
113173,104787,,,170,,,,,1.0
113174,104788,,240000,,,,,1.0,1.0
113175,104789,,,,,,,1.0,1.0
113176,104790,,,100,1.0,,,1.0,1.0
113177,104791,,,,,,,,1.0
113178,104792,,,,,,,,
113179,104793,,,,,,,1.0,1.0
113180,104794,3.0,,,,,,,
113181,104795,1.0,,,1.0,,,1.0,1.0
113182,104796,,,,,,,,
113183,104797,3.0,,,1.0,,1.0,1.0,1.0
113184,104798,,,60,,,,1.0,1.0
113185,104799,,,,,,,,
113186,104800,,,,,,,1.0,1.0
113187,104801,,,,1.0,,,1.0,1.0
113188,104802,,,,,,,,
113189,104803,,,,,,,1.0,1.0
113190,104804,,,,,,,,
113191,104805,1.0,,,1.0,1.0,,1.0,1.0
113192,104806,6.0,,,1.0,,,,1.0
113193,104807,3.0,,,,,,,
113194,104808,,,,,,,,1.0
113195,104809,,,,,,,1.0,1.0
113196,104810,,,,,,,1.0,1.0
113197,104811,,,,,,,,
113198,104812,,,,1.0,,,1.0,1.0
113199,104813,,,,,,,,
113200,104814,,,,,,,,
113201,104815,,,,1.0,,,,
113202,104816,1.0,,,1.0,,,1.0,1.0
113203,104817,,,,,,,,
113204,104818,3.0,16.000,,1.0,,1.0,1.0,1.0
113205,104819,,,,,,,,1.0
113206,104820,,125000,,,,,1.0,1.0
113207,104821,,103000,,,,1.0,,1.0
113208,104822,,,,,,,,
113209,104823,,290000,250,,,,,1.0
113210,104824,3.0,139000,400,,,,1.0,1.0
113211,104825,,,157,1.0,,,1.0,1.0
113212,104826,,,,1.0,,,1.0,1.0
113213,104827,1.0,90.000,,1.0,,,1.0,1.0
113214,104828,3.0,,,1.0,,,1.0,1.0
113215,104829,,,106,,,,,
113216,104830,1.0,,,,,,1.0,1.0
113217,104831,,,,,,,,1.0
113218,104832,,,,,,,1.0,1.0
113219,104833,,,400,,,,,
113220,104834,,,,1.0,,,,
113221,104835,,,,,,,,
113222,104836,,,,,,,,
113223,104837,3.0,,,1.0,,,1.0,1.0
113224,104838,,,131,,,,,1.0
113225,104839,,,,1.0,,,1.0,1.0
113226,104840,3.0,16.000,,1.0,,1.0,1.0,1.0
113227,104841,,,,1.0,,,1.0,1.0
113228,104842,1.0,,,1.0,,,1.0,1.0
113229,104843,,,,,,,,1.0
113230,104844,3.0,,,1.0,,,1.0,1.0
113231,104845,,,,,,,1.0,1.0
113232,104846,,,,1.0,,,1.0,1.0
113233,104847,,,205,,,,1.0,1.0
113234,104848,,,,,,,,
113235,104849,,,,,,,1.0,1.0
113236,104850,,,,,,,,1.0
113237,104851,,210.000,200,,,,,
113238,104852,,,,,,,,
113239,104853,1.0,,,,,,,
113240,104854,3.0,16.000,,1.0,,1.0,1.0,1.0
113241,104855,1.0,,,1.0,1.0,,1.0,1.0
113242,104856,,,,,,,1.0,1.0
113243,104857,,,275,,,,,
113244,104858,3.0,,,1.0,,,1.0,1.0
113245,104859,,,,1.0,,,,1.0
113246,104860,,,30,,,,1.0,1.0
113247,104861,,,,,,,1.0,1.0
113248,104862,,,254,1.0,1.0,,1.0,1.0
113249,104863,,,110,1.0,,,1.0,1.0
113250,104864,1.0,,,,,,1.0,1.0
113251,104865,,,,,,,1.0,1.0
113252,104866,,,,,,,1.0,1.0
113253,104867,,,,,,,,
113254,104868,4.0,,,1.0,,1.0,1.0,1.0
113255,104869,,,30,1.0,,,1.0,1.0
113256,104870,1.0,,,1.0,,,1.0,1.0
113257,104871,,,,1.0,,,1.0,1.0
113258,104872,,,,,,,,1.0
113260,104873,,90000,,,,,1.0,1.0
113261,104874,1.0,,,,,,1.0,1.0
113262,104875,5.0,,165,1.0,,,1.0,1.0
113263,104876,,,,,,,,1.0
113264,104877,,,,,,,,
113265,104878,3.0,,,1.0,,,1.0,1.0
113266,104879,,,,,,,,
113267,104880,,,,,,,,
113268,104881,,,60,,,,,1.0
113269,104882,,,,,,,1.0,1.0
113270,104883,3.0,16.000,,1.0,,1.0,1.0,1.0
113271,104884,,,800,,,,1.0,1.0
113272,104885,1.0,,,1.0,,,1.0,1.0
113273,104886,3.0,,,1.0,,,1.0,1.0
113274,104887,,,,,,,1.0,1.0
113275,104888,,,220,1.0,,,1.0,1.0
113276,104889,,,,,,,1.0,1.0
113277,104890,,,240,1.0,,,1.0,1.0
113278,104891,,,,,,,,1.0
113279,104892,,,,1.0,,,1.0,1.0
113280,104893,,,,,,,,
113281,104894,,,,,,,,
113282,104895,,,,,,,,
113283,104896,,40000,30,,,,,
113284,104897,1.0,,,,,,1.0,1.0
113285,104898,1.0,,,1.0,1.0,,1.0,1.0
113286,104899,2.0,,,,,1.0,1.0,1.0
113287,104900,,,,,,,,
113288,104901,,,,1.0,,,1.0,1.0
113289,104902,2.0,,,,,,1.0,1.0
113290,104903,,,,1.0,,,1.0,1.0
113291,104904,,,,1.0,1.0,,1.0,1.0
113292,104905,3.0,,,1.0,,,1.0,1.0
113293,104906,,,,,,,1.0,1.0
113294,104907,,,,,,,,
113295,104908,1.0,,,1.0,1.0,,1.0,1.0
113296,104909,,,,,,,,1.0
113297,104910,,95.000,60,1.0,,1.0,1.0,1.0
113298,104911,,,,,,,1.0,1.0
113299,104912,,,,1.0,1.0,,,
113300,104913,2.0,,,,,,1.0,1.0
113301,104914,,,,1.0,,,1.0,1.0
113302,104915,1.0,16.000,,,,1.0,1.0,1.0
113303,104916,,400.000,,,,,,
113304,104917,,,200,,,,,1.0
113305,104918,,,,,,,1.0,1.0
113306,104919,,,,,,,,
113307,104920,1.0,,,1.0,,,1.0,1.0
113308,104921,,,,,,,,
113309,104922,3.0,,,1.0,1.0,,,1.0
113310,104923,,,,,,,,1.0
113311,104924,,,,1.0,,,1.0,1.0
113312,104925,2.0,,,,,,1.0,1.0
113313,104926,,,,1.0,,,1.0,1.0
113314,104927,,,,,,,,
113315,104928,1.0,16.000,,,,1.0,1.0,1.0
113316,104929,2.0,,,,,,1.0,1.0
113317,104930,,,80,1.0,,,,
113318,104931,1.0,,,1.0,1.0,,1.0,1.0
113319,104932,,,30,1.0,,,,1.0
113320,104933,,,,,,,1.0,1.0
113321,104934,,,180,1.0,,,1.0,1.0
113322,104935,,,,,,,,
113323,104936,,,,,,,,1.0
113324,104937,1.0,,,,,,1.0,1.0
113325,104938,,,160,,,,,
113326,104939,,,,1.0,,,1.0,1.0
113327,104940,,,,,,,,1.0
113328,104941,1.0,16.000,,,,1.0,1.0,1.0
113329,104942,1.0,,50,,,,,
113330,104943,,,,1.0,,,1.0,1.0
113331,104944,2.0,,,,,,1.0,1.0
113332,104945,1.0,,,1.0,1.0,,1.0,1.0
113333,104946,,,375,,,,1.0,1.0
113334,104947,,,405,1.0,,,1.0,1.0
113335,104948,,,,1.0,1.0,,,1.0
113336,104949,,,,,,,,
113337,104950,1.0,16.000,,,,1.0,1.0,1.0
113338,104951,,,,,,,,
113339,104952,,,80,,,,,
113340,104953,2.0,,,,,,1.0,1.0
113341,104954,,,,,,,1.0,1.0
113342,104955,,,,1.0,,,1.0,1.0
113343,104956,,,,,,,1.0,1.0
113344,104957,,,,,,,,1.0
113345,104958,,185.000,,,,,,
113346,104959,3.0,,50,,,,1.0,1.0
113347,104960,1.0,,,1.0,,,1.0,1.0
113348,104961,,,,,,,,
113349,104962,,500.000,,,,,1.0,1.0
113350,104963,,,,,,,1.0,1.0
113351,104964,,,,,,,,
113352,104965,1.0,,12,,,,1.0,1.0
113353,104966,3.0,,50,,,,1.0,1.0
113354,104967,,,,,,,,1.0
113355,104968,5.0,,,1.0,1.0,,1.0,1.0
113356,104969,,,,,,,,1.0
113357,104970,,,64,,,,,1.0
113358,104971,1.0,16.000,,,,1.0,1.0,1.0
113359,104972,,,,1.0,1.0,,,1.0
113360,104973,1.0,,,,,,1.0,1.0
113361,104974,,,,,,,,1.0
113362,104975,,,,,,,,1.0
113363,104976,,,,,,,,
113364,104977,3.0,,50,,,,1.0,1.0
113365,104978,,,230,,,,,
113366,104979,,,2700,,,,,1.0
113367,104980,1.0,,,1.0,,,1.0,1.0
113368,104981,,,,,,,,1.0
113369,104982,1.0,,,,,,1.0,1.0
113370,104983,3.0,,50,,,,1.0,1.0
113371,104984,,,,1.0,,,1.0,1.0
113372,104985,1.0,,,,,,1.0,1.0
113373,104986,,,120,,,,1.0,1.0
113374,104987,3.0,,,1.0,1.0,1.0,1.0,1.0
113375,104988,,,,,,,,
113376,104989,,,,,,,,1.0
113377,104990,,,38,1.0,,,,
113378,104991,,,,,,,,1.0
113379,104992,,,,,,,,
113380,104993,,,50,1.0,1.0,1.0,1.0,1.0
113381,104994,2.0,,,1.0,,,,1.0
113382,104995,,,,1.0,,,,
113383,104996,,,,1.0,,,1.0,1.0
113384,104997,1.0,,,1.0,1.0,,1.0,1.0
113385,104998,,,,,,,,
113386,104999,2.0,,,1.0,,,,1.0
113387,105000,3.0,,,1.0,1.0,,,1.0
113388,105001,,,,,,,,
113389,105002,,,,,,,1.0,1.0
113390,105003,,,,,,,,
113391,105004,,,,,,,,1.0
113392,105005,,,300,,,,,
113393,105006,,,,,,,,
113394,105007,,,,,,,1.0,1.0
113395,105008,,,900,,,,,1.0
113396,105009,,80.000,500,,,,,1.0
113397,105010,,,,,,,1.0,1.0
113398,105011,,,,,,,,
113399,105012,,,,1.0,1.0,1.0,,1.0
113400,105013,,160000,,,,,,1.0
113401,105014,1.0,,25,1.0,,,,
113402,105015,,,,,,,,
113403,105016,,,30,,,,1.0,1.0
113404,105017,6.0,,,,,1.0,1.0,1.0
113405,105018,,,130,,,,,
113406,105019,,,,,,,,1.0
113407,105020,,,300,,,,,1.0
113408,105021,2.0,,,,,,1.0,1.0
113409,105022,,,,,,,,
113410,105023,1.0,,,,,,1.0,1.0
113411,105024,,,,,,,1.0,1.0
113412,105025,,,,,,,1.0,1.0
113413,105026,,,,1.0,1.0,1.0,,1.0
113414,105027,,170.000,190,,,1.0,1.0,1.0
113415,105028,,,,,,,,
113416,105029,,,175,,,1.0,1.0,1.0
113417,105030,,,110,,,,,
113418,105031,,,,1.0,,,,
113419,105032,,,,,,,,
113420,105033,2.0,,,,,,1.0,1.0
113421,105034,,,,,,,,
113422,105035,,,,1.0,,1.0,,1.0
113423,105036,,130.000,,,,,,1.0
113424,105037,,,,,,,,1.0
113425,105038,,,305,,,,1.0,1.0
113426,105039,,,,,,,1.0,1.0
113427,105040,,,350,,,,,
113428,105041,,150000,,1.0,,,1.0,1.0
113429,105042,1.0,,,,,,1.0,1.0
113430,105043,,,,,,,1.0,1.0
113431,105044,,,600,1.0,1.0,,1.0,1.0
113433,105045,,,,,,,1.0,1.0
113434,105046,,,,,,,,
113435,105047,,,,,,,,
113436,105048,,,,,,,,1.0
113437,105049,,,150,1.0,,1.0,,1.0
113438,105050,,,,1.0,1.0,1.0,,1.0
113439,105051,,,,,,,1.0,1.0
113440,105052,,,,1.0,,,,1.0
113441,105053,,,,,,,,
113442,105054,,,2500,,,,1.0,1.0
113443,105055,,,,,,,,1.0
113444,105056,,,,,,,,
113445,105057,,,,,,,1.0,1.0
113447,105058,,,,,,,1.0,1.0
113448,105059,,,,1.0,,,1.0,1.0
113449,105060,,,,,,,,
113450,105061,1.0,,,,,1.0,,1.0
113451,105062,,,,,,,,
113452,105063,,,,,,,,
113453,105064,1.0,,,,,,1.0,1.0
113454,105065,,,,1.0,,,1.0,1.0
113455,105066,,198.000,,,,,,
113456,105067,,,,,,,,1.0
113457,105068,,,380,,,,,
113458,105069,,,600,,,1.0,1.0,1.0
113459,105070,,,,,,,,
113460,105071,,,,1.0,1.0,,,
113461,105072,,,,,,,1.0,1.0
113462,105073,,,84,,,,,
113463,105074,1.0,,23,1.0,,,,
113464,105075,1.0,,,1.0,,1.0,,1.0
113465,105076,,,,,,,1.0,1.0
113466,105077,,,,1.0,,,1.0,1.0
113467,105078,1.0,,,,,,1.0,1.0
113468,105079,,,,,,,,1.0
113469,105080,,180.000,121,,,,,
113470,105081,,,,,,,,1.0
113471,105082,,,,,,,,
113472,105083,,,350,,,,1.0,1.0
113473,105084,1.0,,,1.0,,1.0,,1.0
113474,105085,,,,1.0,,,1.0,1.0
113475,105086,,,174,,,,,
113476,105087,,,,,,,,
113477,105088,,,983,1.0,,,,1.0
113478,105089,,,144,,,,1.0,1.0
113479,105090,,,150,1.0,,,,1.0
113480,105091,,,,,,,1.0,1.0
113481,105092,2.0,,,1.0,1.0,1.0,,
113482,105093,,,560,,,,,1.0
113483,105094,,,,,,,,1.0
113484,105095,,,29,,,,,
113485,105096,1.0,,,,,,1.0,1.0
113486,105097,,,,1.0,,,1.0,1.0
113487,105098,3.0,,,,,,1.0,1.0
113488,105099,,,,,,,,
113489,105100,,,38,1.0,1.0,,,1.0
113490,105101,,,,,,,,
113491,105102,,,898,,,,,
113492,105103,,,,,,1.0,1.0,1.0
113493,105104,,,110,,,,1.0,1.0
113494,105105,6.0,,540,,,,1.0,1.0
113495,105106,,,100,,,,,
113496,105107,,,,,,,,
113497,105108,,,,,,,,
113498,105109,1.0,,,,,,1.0,1.0
113499,105110,,,49,1.0,1.0,,,
113500,105111,3.0,,,1.0,1.0,1.0,1.0,1.0
113501,105112,3.0,,,,,,1.0,1.0
113502,105113,,,,1.0,,,1.0,1.0
113503,105114,,,,,,,,1.0
113504,105115,,,250,,,,,
113505,105116,,,,,,,,1.0
113506,105117,1.0,,,1.0,1.0,1.0,,1.0
113507,105118,,,,1.0,1.0,,,1.0
113508,105119,1.0,,37,1.0,,,,
113509,105120,2.0,,,1.0,1.0,1.0,1.0,1.0
113510,105121,,,44,,,,,
113511,105122,,,,1.0,,,1.0,1.0
113512,105123,,,,,,,1.0,1.0
113513,105124,,,,,,,,
113514,105125,,,,,,1.0,,1.0
113515,105126,3.0,,,1.0,1.0,,1.0,1.0
113516,105127,,,,,,,,
113517,105128,,,220,,,,,
113518,105129,,,,,,,1.0,1.0
113519,105130,1.0,,,,,,1.0,1.0
113520,105131,1.0,,,1.0,,1.0,,1.0
113521,105132,,,,1.0,,,1.0,1.0
113522,105133,3.0,,,1.0,1.0,,1.0,1.0
113523,105134,,,190,1.0,,,1.0,1.0
113524,105135,,,,,,,1.0,1.0
113525,105136,,,271,,,,,1.0
113526,105137,,,60,,,,1.0,1.0
113527,105138,,,,,,,1.0,1.0
113528,105139,4.0,,,1.0,,1.0,,1.0
113529,105140,,,,1.0,,,1.0,1.0
113530,105141,,110000,,,,,1.0,1.0
113531,105142,,,7000,,,,,1.0
113532,105143,,,,,,,,1.0
113533,105144,,,,,,,,
113534,105145,1.0,,,1.0,,1.0,,1.0
113535,105146,,,180,,,,,1.0
113536,105147,,,131,,,,1.0,1.0
113537,105148,2.0,60000,,1.0,,,,1.0
113538,105149,5.0,,1600,,,,,1.0
113539,105150,1.0,,,,,,1.0,1.0
113540,105151,,,,,,,,
113541,105152,,,110,,,1.0,1.0,1.0
113542,105153,,,,1.0,,,1.0,1.0
113543,105154,1.0,,120,,,,1.0,1.0
113544,105155,1.0,,,1.0,,,1.0,1.0
113545,105156,1.0,,,1.0,1.0,1.0,,1.0
113546,105157,,,176,,,,,1.0
113547,105158,4.0,,,1.0,,,,
113548,105159,,,,1.0,1.0,1.0,,
113549,105160,,,80,1.0,,,,
113550,105161,,,,,,,,1.0
113551,105162,,,,1.0,,,,1.0
113552,105163,,,,,,,,
113553,105164,,,,,,,1.0,1.0
113554,105165,,,,,,,,
113555,105166,,,,,,,1.0,1.0
113556,105167,,,,,,,,
113557,105168,1.0,,,1.0,,1.0,,1.0
113558,105169,1.0,,37,1.0,1.0,,,
113559,105170,,,,,,,,
113560,105171,,,300,1.0,,,,1.0
113561,105172,,,,,,,,
113562,105173,,,,,,,,
113563,105174,,,,,,,,
113564,105175,,50000,,1.0,,,,1.0
